rtt;x;y
63656;-9.33;0.85
42595;6.93;-0.97
32973;-1.77;4.18
51915;2.63;7.73
50382;-4.18;-4.35
4980;0.86;0.76
37648;-5.44;-2.35
67714;-5.2;-9.47
88931;9.07;-9.46
78908;9.93;-6.65
