rtt;x;y
57696;-8.14;3.9
89060;9.44;9.58
31232;-0.32;-5.04
71580;-5.15;9.67
26789;0.62;4.47
26263;-4.29;0.55
60380;7.26;-3.77
68776;-9.18;-5.64
38029;5.35;-3.81
57015;-8.98;-0.79
