rtt;x;y
52180;-2.31;7.94
75581;7.2;8.27
79952;8.89;7.93
25787;4.06;-1.96
52672;2.67;8.12
13705;2.12;0.5
64406;-6;-6.79
45513;-2.25;-7.26
57401;-4.82;6.58
76671;-8.51;6.09
