rtt;x;y
65507;-4.28;-9.42
64864;9.17;-3.56
49414;5.41;2.23
70396;9.74;2.93
43820;-5.84;-3.1
56765;-7.27;-5.6
73840;8.17;8.37
76582;-8.63;8.73
63807;-8.5;6.73
49395;0.87;-7.76
