rtt;x;y
72027;9.2;-4.11
67183;3.99;-8.95
71352;-5.6;9.68
15574;-2.78;0.18
46461;4.8;5.75
69830;9.93;-0.52
29373;-3.67;2.38
43324;-7.27;-4.51
28441;-2.32;1.2
62502;-3.59;-9.6
