rtt;x;y
63308;-9.33;0.85
42458;6.93;-0.97
31422;-1.77;4.18
50817;2.63;7.73
49228;-4.18;-4.35
4616;0.86;0.76
37320;-5.44;-2.35
67412;-5.2;-9.47
87827;9.07;-9.46
79265;9.93;-6.65
