rtt;x;y
64542;7.28;6.01
32131;-4.3;-3.07
80251;-8.54;9.41
32516;5.27;-0.19
27999;-0.95;-3.34
29127;0.85;-3.38
55932;4.53;7.1
46815;5.37;3.43
52960;-5.16;-7.39
47756;4.41;-6.54
