rtt;x;y
44788;-5.83;4.04
32764;-0.37;4.61
15991;-1.59;2.75
57019;7.19;5.6
63112;-6.58;6.94
56398;-3.22;7.87
49184;-4.59;-5.31
74830;3.82;-9.78
35768;-5.59;-0.72
50905;6.24;6.05
