rtt;x;y
86511;8.39;-9.36
26701;2.85;-2.93
72921;5.08;-9.2
69861;-7.22;6.16
52632;-8.26;-3.18
62617;5.76;7.78
38552;-3.48;5.08
20573;0.82;3.85
29520;-5.2;-0.19
49562;0.91;7.4
