rtt;x;y
66829;-8.48;-5.46
46486;5.6;-3.62
68660;-1.23;9.57
30979;4.47;-0.89
61091;9.56;-3.84
28735;0.77;-4.72
48614;0.02;-8.27
52801;-8.56;-1.61
91855;-4.63;-9.69
59197;3.59;7.38
