rtt;x;y
23051;2.95;2.16
58741;0.14;8.16
25480;0.57;3.05
62719;7.93;4.45
47145;4;-5.37
56922;4.29;-7.4
50287;4.35;7.03
71198;-5.55;9.37
78983;-6.5;-6.61
8731;-0.86;2.42
