rtt;x;y
55557;-9.08;1.2
13905;-2.6;-0.43
49454;-5.16;-3.69
28139;2.57;-2.59
92581;9.81;4.54
57364;-7.39;-4.49
64166;-6.53;-7.81
68844;-4.84;8.6
33229;-1.63;4.12
64447;-7.38;-6.4
