rtt;x;y
85013;-7.87;9.96
28438;3.69;-1.76
58346;0.7;-8.58
26921;-2.62;2.97
65082;-1.75;-9.59
22420;1.76;2.85
65699;4.32;8.9
65668;-6.54;7.39
32997;0.01;4.97
28115;-1.36;3.98
