rtt;x;y
59910;2.88;8.34
44776;-2.39;-5.64
24342;3.26;-1.81
51177;-6.73;2.86
70751;9.26;4.13
20960;-3.07;2
90853;9.84;8.55
45066;-5.3;3.93
66738;1.71;-9.53
17063;-1.87;-1.2
