rtt;x;y
62897;-5.63;7.39
63790;-9.38;3.29
31026;-4.26;-2.48
44972;-6.55;-1.6
28283;-3.93;1.41
49873;-6.74;2.84
57446;3.99;-7.66
70392;5.43;9.08
52014;-5.29;5.4
72702;-5.4;-9.36
