rtt;x;y
69900;-5.56;-8.9
65700;7.42;6.63
43589;-5.87;-2.73
82549;8.38;9.59
57567;-0.23;-8.21
16854;2.24;-2.07
37101;5.32;-2.92
74376;-4.07;9.82
57273;-6.25;6.17
61793;-8.39;2.99
