rtt;x;y
37474;4.65;-3.51
67628;1.34;-10
53636;-3.98;-7.17
53143;5.61;5.47
12898;-0.04;-1.88
72786;-7.63;-8.35
25241;-2.23;-3.19
31048;-2.11;4.36
38803;-3.25;-4.96
73361;-8.35;7.34
