rtt;x;y
78334;-9.04;7.75
31443;3.62;1.47
47214;5.98;1.93
44984;6.01;-3.49
73691;9.31;5.22
63164;-1.12;9.88
47374;-5.07;5.03
56201;-9;1.37
12894;-0.25;-1.29
60423;3.01;9.04
