rtt;x;y
61104;-8.14;3.9
86766;9.44;9.58
32602;-0.32;-5.04
74302;-5.15;9.67
25808;0.62;4.47
28468;-4.29;0.55
49711;7.26;-3.77
73703;-9.18;-5.64
43375;5.35;-3.81
59654;-8.98;-0.79
