rtt;x;y
81198;7.47;-9.78
71618;9.38;-5.21
53309;7.39;-2.45
42046;0.62;6.33
34515;-5.35;-1.55
68353;-9.78;2.24
36510;-1.39;5.32
18852;-1.95;-1.96
49369;0.45;7.45
56358;-0.43;8.53
