rtt;x;y
21668;0.44;3.52
26595;3.99;0.59
58136;-4.6;-6.9
42299;3.49;5.96
78855;8.17;7.65
40805;3.7;4.82
71333;-5.77;9.09
32484;-3.66;2.82
53473;-4.66;6.6
57399;-7.59;-3.91
