rtt;x;y
33009;-4.86;1.31
56879;3.68;6.69
65707;3.27;8.14
46412;5.55;-4.53
70570;6.55;-8.44
22371;-2.87;-2.29
42096;-2.27;-5.71
35689;4.87;2.08
71716;-4.35;-9.92
4829;1.48;-0.54
