rtt;x;y
53073;1.76;7.75
80357;7.96;9.09
44956;6.32;2.43
64235;-9.29;2.81
65328;3.84;9.01
27748;-2.43;3.46
61796;0.37;-9.18
50603;3.16;6.83
59073;-6.13;6.33
49035;-4.56;5.65
