rtt;x;y
17464;2.13;1.59
54843;3.15;7.48
43084;-3.86;-5.55
80679;9.24;-7.9
49403;0.72;-7.32
21993;3.19;0.42
34581;5.02;-1.25
21891;0.77;3.08
52404;4.91;-6.4
38387;-5.29;-1.78
