rtt;x;y
48596;-2.7;6.67
52836;-0.98;7.83
61578;-0.08;9.25
83745;-8.49;9.31
10799;1.44;0.75
49245;-4.21;-5.87
54245;-3.83;7.1
26507;-2.5;-3.01
56013;6.32;-5.69
65044;9.38;-2.06
