rtt;x;y
68059;-9.66;-1.47
63870;7.84;-4.67
37456;-4.3;3.88
60166;-4.02;-7.84
73915;5.84;9.27
27167;-3.51;-2.07
45410;7.3;-0.41
36244;-1.05;4.94
8663;0.97;-0.96
23901;-2.86;3.03
