rtt;x;y
79623;-9.04;7.75
26684;3.62;1.47
42795;5.98;1.93
46100;6.01;-3.49
70667;9.31;5.22
65772;-1.12;9.88
48146;-5.07;5.03
60246;-9;1.37
8313;-0.25;-1.29
63668;3.01;9.04
