rtt;x;y
82843;7.47;-9.78
71345;9.38;-5.21
52058;7.39;-2.45
42411;0.62;6.33
37325;-5.35;-1.55
67234;-9.78;2.24
36243;-1.39;5.32
17995;-1.95;-1.96
49765;0.45;7.45
57112;-0.43;8.53
