rtt;x;y
56374;0.28;8.44
42247;5.47;3.18
53187;7.41;-2.68
80679;-9.84;-7.02
47989;-3.81;-5.98
70987;9.16;-5.56
25099;0.26;-3.61
30958;-3.64;-2.72
7102;0.78;0.78
44389;-5.58;3.63
