rtt;x;y
75442;8.89;-7.22
54562;-6.15;5.13
27917;1.64;-3.81
50413;2.4;7.17
67235;3.69;-8.67
59664;-7.94;2.49
37311;4.91;2.6
53693;-4.36;-7.43
44760;5.07;-3.89
43851;5.86;1.48
