rtt;x;y
16427;-2.89;-0.41
51225;-3.18;6.42
62945;8.67;3.31
78561;8.28;8.01
67866;6.75;-7.55
89862;-8.81;-9.51
33461;-5.04;-0.36
52254;0.18;-7.82
79442;-8.21;8.09
55016;5.71;-5.63
