rtt;x;y
67016;0.94;-9.89
57324;5.96;6.2
46291;6.41;-2.66
66021;-7.56;6.58
18416;2.04;2.06
13221;0.51;-1.8
36763;-0.72;-5.44
26242;-0.57;3.84
37563;2.66;-5.05
81235;8.52;8.58
