rtt;x;y
49652;5.68;-4.84
30021;2.7;3.69
65566;-5.02;8.35
52602;5.16;-5.9
70538;-3.74;9.8
64783;8.75;4.38
82090;-9.15;-8.25
16507;-1.18;-2.12
81463;8.26;-9
37084;-0.9;-5.41
