rtt;x;y
34919;3.52;-3.46
64304;-9.11;0.18
61034;-3.14;8.86
22186;2.88;0.96
63708;-4.32;9.18
64053;8.99;0.26
61672;-6.85;6.53
19429;-2.24;0.84
40793;1.8;5.81
48941;-0.24;6.76
