rtt;x;y
47985;-5.54;-3.47
59522;0.46;-8.89
26866;1.01;-3.83
78032;-9.09;-7.22
28075;-2.79;4.09
55321;-5.54;-6.93
30118;3.78;3.08
64617;-6.73;7.32
72359;-8.6;6.89
61318;8.82;3.71
