rtt;x;y
76983;-5.98;9.82
24743;-3.42;-0.44
28942;-4.07;1.4
78162;-8.14;8.59
31124;4.51;0.78
32669;3.05;-3.59
34095;0.1;5
66583;8.95;-4.27
20467;2.55;-2.11
77419;9.85;-6.07
