bandwidth;positions;euclidean_error;ftms;seed;x_calculated;y_calculated
40;9;0.3;6;56;0.04918;0.29538
40;10;0.35;6;56;0.05149;0.34192
40;3;1.31;6;57;0.88253;0.9708
40;4;1.33;6;57;0.74083;1.10175
40;5;11.56;6;57;-6.80851;9.33991
40;6;0.7;6;57;0.46232;0.52047
40;7;0.69;6;57;0.45205;0.51852
40;8;0.76;6;57;0.54862;0.53212
40;9;0.63;6;57;0.50415;0.37238
40;10;0.38;6;57;0.3448;0.16276
40;3;14.59;6;58;-8.05681;12.15892
40;4;0.08;6;58;0.01722;0.07744
40;5;0.1;6;58;0.04162;0.08559
40;6;0.33;6;58;0.25768;0.21382
40;7;0.33;6;58;0.24702;0.22176
40;8;0.08;6;58;-0.04018;0.06694
40;9;0.09;6;58;0.08363;0.01992
40;10;0.14;6;58;-0.13356;0.02286
40;3;9.51;6;59;-3.72525;8.75278
40;4;0.45;6;59;-0.12045;-0.43709
40;5;0.3;6;59;-0.22542;0.19881
40;6;0.32;6;59;-0.23342;0.21282
40;7;0.3;6;59;-0.26808;0.13106
40;8;0.24;6;59;-0.20525;0.12774
40;9;0.15;6;59;-0.1439;0.04671
40;10;0.12;6;59;-0.07456;-0.09716
40;3;1.15;6;5;-1.04978;0.47481
40;4;1.07;6;5;-0.81995;0.68635
40;5;0.63;6;5;-0.52653;0.33977
40;6;0.38;6;5;0.25386;-0.28514
40;7;0.46;6;5;-0.42441;0.17375
40;8;0.81;6;5;-0.62878;0.51711
40;9;0.72;6;5;-0.55743;0.4569
40;10;0.66;6;5;-0.49043;0.43673
40;3;2.24;6;60;1.26326;1.85424
40;4;8.62;6;60;-0.06452;8.62096
40;5;8.56;6;60;-0.02852;8.5603
40;6;0.68;6;60;0.50577;0.45464
40;7;0.69;6;60;0.50425;0.47441
40;8;0.67;6;60;0.46384;0.47768
40;9;0.65;6;60;0.52342;0.38878
40;10;0.69;6;60;0.62324;0.30408
40;3;0.25;6;61;0.24774;-0.04776
40;4;0.65;6;61;-0.46592;0.45806
40;5;0.74;6;61;-0.30138;0.67179
40;6;0.64;6;61;-0.07476;0.6323
40;7;1.08;6;61;-0.19631;1.05907
40;8;1.1;6;61;-0.39637;1.02113
40;9;0.15;6;61;0.05712;0.13607
40;10;0.11;6;61;-0.09303;-0.05734
40;3;0.46;6;62;0.36579;-0.27806
40;4;0.48;6;62;0.48263;0.03355
40;5;0.87;6;62;0.78047;0.391
40;6;0.81;6;62;0.7647;0.27441
40;7;0.54;6;62;0.48922;0.21696
40;8;0.43;6;62;0.42706;-0.00056
40;9;0.35;6;62;0.33335;0.10446
40;10;0.34;6;62;0.31709;0.11809
40;3;0.64;6;63;-0.41542;0.48583
40;4;0.69;6;63;-0.417;0.55136
40;5;0.36;6;63;0.06562;0.35649
40;6;0.43;6;63;-0.05936;0.42777
40;7;0.38;6;63;-0.08718;0.37348
40;8;0.37;6;63;-0.0921;0.36075
40;9;0.38;6;63;-0.3093;0.22584
40;10;0.4;6;63;-0.35858;0.17479
40;3;2.37;6;64;2.36515;0.06353
40;4;1.68;6;64;1.65586;-0.30589
40;5;0.46;6;64;0.4379;0.154
40;6;0.39;6;64;0.29946;0.2442
40;7;0.35;6;64;0.20909;0.27779
40;8;0.35;6;64;0.2774;0.21151
40;9;0.2;6;64;0.18816;0.05717
40;10;0.4;6;64;0.39217;0.07465
40;3;0.54;6;65;-0.53643;0.07049
40;4;0.4;6;65;-0.32605;0.23068
40;5;0.36;6;65;-0.29141;0.20357
40;6;0.46;6;65;-0.36028;0.27794
40;7;0.39;6;65;-0.35864;0.14262
40;8;0.39;6;65;-0.34079;0.18186
40;9;0.43;6;65;-0.36167;0.22835
40;10;0.56;6;65;-0.23847;0.50148
40;3;0.54;6;66;0.50585;-0.18488
40;4;7.79;6;66;2.01051;-7.52188
40;5;0.46;6;66;0.44718;-0.12125
40;6;0.29;6;66;0.24438;0.15601
40;7;0.45;6;66;0.34043;0.2958
40;8;0.5;6;66;0.31446;0.39092
40;9;0.51;6;66;0.31335;0.40782
40;10;0.49;6;66;0.37483;0.31912
40;3;0.59;6;67;0.43611;0.39016
40;4;0.72;6;67;0.69989;0.18488
40;5;0.47;6;67;0.30139;0.36383
40;6;0.4;6;67;0.27166;0.29461
40;7;0.41;6;67;0.06031;0.40896
40;8;0.45;6;67;0.10214;0.43552
40;9;0.3;6;67;-0.02404;0.30261
40;10;0.29;6;67;0.03549;0.29194
40;3;9.46;6;68;-7.39239;-5.90071
40;4;9.66;6;68;-7.24095;-6.38815
40;5;9.69;6;68;-7.29291;-6.37934
40;6;9.45;6;68;-7.11102;-6.22148
40;7;0.55;6;68;0.05073;0.54409
40;8;0.42;6;68;-0.13755;0.39653
40;9;0.42;6;68;-0.09828;0.40486
40;10;0.42;6;68;-0.09543;0.40655
40;3;2.39;6;69;1.61372;-1.76668
40;4;2.1;6;69;1.5078;-1.4646
40;5;0.64;6;69;0.62506;-0.15117
40;6;0.4;6;69;0.34258;-0.21266
40;7;0.29;6;69;-0.19827;0.20778
40;8;0.26;6;69;-0.13516;0.22596
40;9;0.28;6;69;-0.1817;0.20929
40;10;0.08;6;69;0.01963;-0.08255
40;3;1.19;6;6;1.18607;-0.11422
40;4;0.83;6;6;0.82332;-0.06629
40;5;0.6;6;6;0.56555;0.1961
40;6;0.6;6;6;0.5872;0.12117
40;7;0.59;6;6;0.58906;0.07971
40;8;0.25;6;6;0.20157;0.14852
40;9;0.14;6;6;0.02331;0.13797
40;10;0.15;6;6;0.02847;0.15142
40;3;13.9;6;70;13.52999;-3.17313
40;4;14.91;6;70;14.82059;-1.67125
40;5;2.02;6;70;1.83646;0.83229
40;6;0.61;6;70;-0.16875;-0.59038
40;7;0.56;6;70;0.09452;-0.55178
40;8;0.49;6;70;0.23742;-0.42546
40;9;0.42;6;70;0.27889;-0.31004
40;10;0.45;6;70;0.23203;-0.38529
40;3;0.27;6;71;0.11736;0.23873
40;4;0.57;6;71;0.3222;0.46474
40;5;0.56;6;71;0.31761;0.46355
40;6;0.55;6;71;0.3632;0.41021
40;7;0.58;6;71;0.52849;0.22679
40;8;0.46;6;71;0.35247;0.29445
40;9;0.48;6;71;0.42354;0.23341
40;10;0.61;6;71;0.59592;-0.12784
40;3;0.22;6;72;0.1488;0.15809
40;4;0.2;6;72;0.04487;0.1934
40;5;0.64;6;72;-0.50437;-0.39498
40;6;0.4;6;72;-0.30963;-0.25762
40;7;0.75;6;72;-0.57638;-0.47987
40;8;0.77;6;72;-0.6185;-0.45598
40;9;0.84;6;72;-0.65433;-0.52157
40;10;0.89;6;72;-0.63682;-0.62452
40;3;1.28;6;73;1.27548;0.11193
40;4;0.64;6;73;0.6349;0.01517
40;5;0.62;6;73;0.54404;-0.2874
40;6;0.55;6;73;0.40922;-0.37054
40;7;0.36;6;73;0.25211;-0.25683
40;8;0.3;6;73;0.16347;-0.24853
40;9;0.32;6;73;0.28914;-0.12687
40;10;0.22;6;73;0.22216;-0.01997
40;3;0.34;6;74;-0.30889;-0.14903
40;4;0.33;6;74;-0.2921;-0.15899
40;5;0.35;6;74;-0.33229;-0.09776
40;6;0.23;6;74;-0.19751;0.12518
40;7;0.11;6;74;-0.03066;0.10894
40;8;0.13;6;74;0.01991;-0.12655
40;9;0.1;6;74;-0.00057;-0.09682
40;10;0.1;6;74;-0.08403;0.05924
40;3;0.79;6;75;-0.22785;0.75485
40;4;5.99;6;75;3.41201;4.92776
40;5;0.79;6;75;0.23288;0.75431
40;6;0.61;6;75;0.25948;0.55549
40;7;0.17;6;75;0.16667;-0.02343
40;8;0.16;6;75;0.1512;-0.05369
40;9;0.17;6;75;-0.08355;-0.14271
40;10;0.17;6;75;-0.08947;-0.14936
40;3;4.28;6;76;-3.08139;-2.96906
40;4;0.69;6;76;0.5821;-0.37927
40;5;0.46;6;76;0.43877;-0.13788
40;6;0.45;6;76;0.08623;-0.43937
40;7;0.39;6;76;0.14155;-0.35984
40;8;0.38;6;76;0.03753;-0.37703
40;9;0.28;6;76;0.09165;-0.26381
40;10;0.15;6;76;0.0529;-0.13597
40;3;0.44;6;77;-0.38909;0.20325
40;4;2.04;6;77;1.55952;1.30866
40;5;0.84;6;77;-0.69075;-0.4866
40;6;0.26;6;77;-0.26134;0.01938
40;7;0.28;6;77;-0.27389;0.06069
40;8;0.31;6;77;-0.11647;0.28393
40;9;0.34;6;77;-0.23867;0.24011
40;10;0.32;6;77;-0.26093;0.18996
40;3;0.5;6;78;-0.04336;0.49945
40;4;0.41;6;78;-0.01056;0.40796
40;5;0.41;6;78;-0.00826;0.41218
40;6;0.57;6;78;-0.01053;0.56938
40;7;0.52;6;78;0.01782;0.51807
40;8;0.56;6;78;0.17453;0.53617
40;9;0.71;6;78;0.20664;0.67556
40;10;0.39;6;78;0.11834;0.36893
40;3;2.9;6;79;-1.734;-2.32579
40;4;2.28;6;79;1.34618;-1.83948
40;5;2.47;6;79;1.19839;-2.1585
40;6;2.38;6;79;1.36529;-1.94373
40;7;2.51;6;79;1.17948;-2.21382
40;8;1.46;6;79;0.63181;-1.31634
40;9;1.39;6;79;0.78653;-1.14524
40;10;1.41;6;79;0.77658;-1.17471
40;3;0.41;6;7;-0.19357;-0.35982
40;4;0.4;6;7;-0.17458;-0.36071
40;5;0.52;6;7;0.13222;-0.50738
40;6;0.51;6;7;0.13429;-0.48709
40;7;0.64;6;7;0.10312;-0.63493
40;8;0.69;6;7;-0.08148;-0.68876
40;9;0.32;6;7;0.31443;0.06135
40;10;0.26;6;7;0.2428;-0.08096
40;3;0.49;6;80;0.11711;-0.47766
40;4;0.27;6;80;0.17012;-0.20816
40;5;0.37;6;80;0.33615;-0.15023
40;6;0.39;6;80;0.38943;-0.04153
40;7;0.5;6;80;0.48223;-0.1198
40;8;0.44;6;80;0.43452;-0.08986
40;9;0.28;6;80;0.26833;0.06274
40;10;0.16;6;80;0.15918;0.03277
40;3;0.96;6;81;-0.29734;0.91589
40;4;0.54;6;81;-0.48242;0.24226
40;5;0.33;6;81;-0.2414;-0.22196
40;6;0.19;6;81;-0.17828;-0.07762
40;7;0.16;6;81;-0.13957;-0.08746
40;8;0.34;6;81;-0.21604;0.26186
40;9;0.23;6;81;-0.15058;0.1782
40;10;0.79;6;81;-0.4884;0.61482
40;3;0.12;6;82;-0.06435;-0.09996
40;4;0.25;6;82;-0.19094;-0.16124
40;5;0.33;6;82;-0.09093;-0.31732
40;6;0.32;6;82;0.24341;-0.20489
40;7;0.06;6;82;-0.04647;-0.03874
40;8;0.15;6;82;0.13538;-0.06408
40;9;0.27;6;82;0.23523;-0.13178
40;10;0.07;6;82;0.02319;-0.06197
40;3;1.36;6;83;-0.69032;-1.16904
40;4;1.38;6;83;-0.81349;-1.11083
40;5;1.64;6;83;-1.62621;-0.21923
40;6;1.31;6;83;-1.18146;0.5608
40;7;1.25;6;83;-1.18203;0.41893
40;8;0.95;6;83;-0.85185;0.42577
40;9;0.91;6;83;-0.87547;0.25069
40;10;0.68;6;83;-0.65874;0.15122
40;3;1.74;6;84;-0.89945;1.49437
40;4;1.18;6;84;-0.5879;1.02678
40;5;1.63;6;84;-1.39854;0.84546
40;6;1.7;6;84;-1.34457;1.03653
40;7;1.54;6;84;-1.31273;0.80518
40;8;0.88;6;84;-0.88138;-0.02668
40;9;0.85;6;84;-0.80292;-0.28148
40;10;0.78;6;84;-0.75384;-0.20215
40;3;2.8;6;85;2.72932;-0.64291
40;4;0.41;6;85;-0.17607;0.37485
40;5;0.55;6;85;-0.19995;0.50969
40;6;0.55;6;85;-0.1537;0.53079
40;7;0.53;6;85;-0.13396;0.51634
40;8;0.53;6;85;-0.15018;0.50488
40;9;0.41;6;85;-0.0109;0.40934
40;10;0.39;6;85;0.15682;0.35163
40;3;1.4;6;86;-1.35386;0.34732
40;4;1.16;6;86;-1.07066;0.45221
40;5;0.77;6;86;-0.74382;0.21094
40;6;0.69;6;86;-0.6598;0.19635
40;7;0.71;6;86;-0.35003;0.61215
40;8;0.84;6;86;-0.34512;0.76236
40;9;0.84;6;86;-0.40301;0.7322
40;10;0.64;6;86;-0.41184;0.49221
40;3;14.41;6;87;11.97502;8.00947
40;4;0.37;6;87;-0.00027;0.36621
40;5;0.44;6;87;-0.0681;0.43387
40;6;0.39;6;87;-0.08973;0.3771
40;7;0.65;6;87;-0.11142;0.6365
40;8;0.5;6;87;-0.4829;0.1206
40;9;0.13;6;87;-0.13106;-0.00463
40;10;0.18;6;87;-0.05725;-0.17304
40;3;1.49;6;88;1.28702;-0.75591
40;4;1.04;6;88;0.70614;-0.75711
40;5;0.32;6;88;-0.04794;-0.31871
40;6;0.29;6;88;-0.21544;-0.19412
40;7;0.03;6;88;0.02709;-0.01673
40;8;0.08;6;88;-0.06254;0.04655
40;9;0.79;6;88;0.73142;0.31055
40;10;0.64;6;88;0.36945;0.51732
40;3;2.72;6;89;0.68367;2.62787
40;4;2.72;6;89;1.00995;2.52624
40;5;1.88;6;89;1.25231;1.4013
40;6;1.32;6;89;0.53012;1.20378
40;7;1.42;6;89;0.36314;1.36838
40;8;1.0;6;89;0.29045;0.95476
40;9;0.98;6;89;0.33767;0.92384
40;10;0.78;6;89;0.23066;0.74556
40;3;1.11;6;8;0.18957;1.09687
40;4;0.78;6;8;-0.04134;0.7774
40;5;1.14;6;8;0.35966;1.07793
40;6;1.24;6;8;0.51547;1.12259
40;7;0.58;6;8;0.4432;0.3673
40;8;0.26;6;8;0.22966;0.11708
40;9;0.31;6;8;0.24813;0.18394
40;10;0.4;6;8;0.26845;0.30308
40;3;0.3;6;90;0.04014;-0.29397
40;4;0.44;6;90;-0.34156;-0.27547
40;5;0.44;6;90;-0.36656;-0.24541
40;6;0.48;6;90;-0.36493;-0.31271
40;7;0.36;6;90;0.08702;0.3532
40;8;0.39;6;90;0.07469;0.38165
40;9;0.35;6;90;0.14487;0.31494
40;10;0.09;6;90;0.07775;-0.04935
40;3;0.44;6;91;-0.08552;0.43447
40;4;0.41;6;91;-0.07841;0.40239
40;5;0.6;6;91;0.16042;0.57863
40;6;0.24;6;91;0.20689;0.12802
40;7;0.29;6;91;0.22507;0.19021
40;8;0.26;6;91;0.00123;0.26356
40;9;0.25;6;91;0.00716;0.25374
40;10;0.28;6;91;-0.04022;0.28033
40;3;0.58;6;92;0.38686;0.43392
40;4;0.43;6;92;0.34032;0.26657
40;5;0.67;6;92;0.5714;0.34879
40;6;0.64;6;92;-0.02387;0.63654
40;7;0.35;6;92;0.14026;0.31748
40;8;0.39;6;92;0.12306;0.37119
40;9;0.63;6;92;0.54132;0.32071
40;10;0.49;6;92;0.3694;0.319
40;3;0.56;6;93;0.4989;0.24842
40;4;0.52;6;93;0.17246;0.49568
40;5;0.5;6;93;0.18301;0.46248
40;6;0.51;6;93;0.2176;0.45819
40;7;0.55;6;93;-0.0126;0.54733
40;8;0.45;6;93;-0.03981;0.45221
40;9;0.58;6;93;-0.13314;0.55939
40;10;0.57;6;93;-0.26048;0.50817
40;3;2.24;6;94;-1.05553;1.98096
40;4;0.63;6;94;-0.62907;-0.02717
40;5;0.74;6;94;-0.25781;-0.69285
40;6;0.57;6;94;-0.39215;-0.41579
40;7;0.63;6;94;-0.6014;-0.19495
40;8;0.6;6;94;0.08536;-0.59282
40;9;0.89;6;94;0.49911;-0.74185
40;10;1.1;6;94;0.62108;-0.90621
40;3;0.17;6;95;0.12243;-0.12211
40;4;0.06;6;95;0.04849;0.03892
40;5;0.23;6;95;0.10439;0.20977
40;6;0.18;6;95;0.04859;0.17597
40;7;0.22;6;95;0.15412;0.15494
40;8;0.16;6;95;0.15118;-0.05811
40;9;0.28;6;95;0.27526;-0.00589
40;10;0.33;6;95;0.33397;-0.00334
40;3;0.65;6;96;-0.0455;-0.64918
40;4;0.67;6;96;-0.06166;-0.66238
40;5;0.68;6;96;-0.07917;-0.67646
40;6;0.66;6;96;-0.14688;-0.64211
40;7;0.69;6;96;-0.13762;-0.67286
40;8;0.55;6;96;-0.12832;-0.53247
40;9;0.59;6;96;-0.20053;-0.55969
40;10;0.6;6;96;-0.19696;-0.56823
40;3;1.45;6;97;1.34663;-0.53498
40;4;0.36;6;97;0.35622;0.01729
40;5;0.5;6;97;0.4798;-0.1316
40;6;0.5;6;97;0.45926;-0.19316
40;7;0.45;6;97;0.41364;-0.18101
40;8;0.26;6;97;0.2555;0.02305
40;9;0.23;6;97;0.22889;-0.02962
40;10;0.39;6;97;0.34319;-0.18527
40;3;0.57;6;98;-0.33141;-0.4659
40;4;0.81;6;98;-0.55684;-0.58277
40;5;0.85;6;98;-0.77059;-0.34995
40;6;0.52;6;98;-0.47222;-0.21109
40;7;0.59;6;98;-0.535;-0.25876
40;8;0.64;6;98;-0.60646;-0.19078
40;9;0.61;6;98;-0.58468;-0.17491
40;10;0.72;6;98;-0.71145;-0.11781
40;3;11.98;6;99;3.32403;11.51456
40;4;0.78;6;99;-0.74154;0.25542
40;5;0.48;6;99;-0.48333;0.00649
40;6;0.54;6;99;-0.50901;-0.18974
40;7;0.73;6;99;-0.72439;-0.09512
40;8;0.68;6;99;-0.67512;-0.09757
40;9;0.52;6;99;-0.51702;0.02532
40;10;0.76;6;99;-0.76226;-0.02746
40;3;14.98;6;9;-9.19311;-11.82874
40;4;17.24;6;9;-13.32467;-10.93502
40;5;0.75;6;9;-0.4189;-0.62218
40;6;0.62;6;9;-0.42621;-0.45563
40;7;0.57;6;9;-0.39357;-0.4192
40;8;0.5;6;9;-0.22758;-0.44755
40;9;0.5;6;9;-0.17484;-0.4706
40;10;0.57;6;9;0.00241;-0.5708
