rtt;x;y
52843;3.01;-8.48
7030;0.11;-1.35
56833;7.58;-5.11
63829;-6.37;8.17
74524;5.01;-9.77
12807;3.32;-1.46
61998;9.76;1.38
57423;-4.86;7
87563;-9.44;9.59
27042;2.72;-3.53
