rtt;x;y
81609;8.89;-7.22
54919;-6.15;5.13
40286;1.64;-3.81
49243;2.4;7.17
55774;3.69;-8.67
54608;-7.94;2.49
41170;4.91;2.6
59413;-4.36;-7.43
33172;5.07;-3.89
35645;5.86;1.48
