rtt;x;y
21086;0.87;3.42
21303;-4.43;-1.76
13444;-1.51;0.53
71073;6.9;-7.03
77673;-9.91;-6.87
64508;-7.57;-6.27
44627;3.42;-5.8
42424;6.52;-0.95
63406;-7.27;7.41
54708;1.5;-8.73
