rtt;x;y
69377;9.79;-3.91
20768;0.99;3.43
39904;-4.37;-1.6
82900;-8.46;9.15
57084;-1.11;8.3
88094;-9.03;4.4
48543;-6.74;-2.69
83884;-7.68;-8.86
42380;2.55;-5.63
56059;7.13;-3.66
