rtt;x;y
54299;6.94;3.58
46449;1.22;6.93
55237;-0.9;-9.32
35406;-2.96;5.49
35748;1.72;4.49
10304;0.72;-0.94
48607;6.55;-0.23
55864;-4.71;7.46
45089;-0.43;4.72
34525;-3.05;1.98
