rtt;x;y
15132;2.13;1.59
48165;3.15;7.48
48981;-3.86;-5.55
78266;9.24;-7.9
71499;0.72;-7.32
19315;3.19;0.42
31768;5.02;-1.25
24528;0.77;3.08
54057;4.91;-6.4
36516;-5.29;-1.78
