rtt;x;y
59785;-9.8;-2.71
55009;-0.08;-9.85
53002;-7.33;-3.68
80997;-7.16;-9.74
68952;-5.63;7.55
50158;-1.63;-7.25
67787;-5.04;-7.23
55178;-8.32;-2.08
33479;-3.09;-0.11
50158;7.57;-2.52
