rtt;x;y
60774;-8.26;2.24
36922;-5.39;3.16
60926;-1.78;9.41
42707;-3.79;4.05
36694;1.32;6.13
55670;0.9;8.75
34462;6.15;-0.26
54717;8.37;-0.98
17622;0.44;3.13
16168;-1.51;-3.32
