rtt;x;y
36941;-5.71;-0.5
73040;8.19;7.85
75717;6.35;-9.46
53060;8.08;4.05
28953;4.14;1.73
43750;-7.64;-0.5
36589;1.24;-5.03
33080;1.43;4.39
65421;-9.23;-4.5
62674;-3.47;8.6
