rtt;x;y
40990;-5.96;-1.59
68997;5.69;8.64
65566;7.21;-7.81
26551;-3.46;1.03
53182;-5.03;3.78
61234;6.21;6.97
30888;4.27;-0.19
47829;3.23;-7.89
38781;4.21;-4.35
72086;-7.75;9.1
