rtt;x;y
49655;5.43;-4.03
68336;-9.59;-0.11
24671;2.67;-1.14
49789;4.98;6.64
11427;-0.03;1.67
72202;-5.51;-9.5
49928;-6.04;4.19
59017;-6.62;-4.73
68137;-8.24;-7
49292;3.71;3.68
