rtt;x;y
58888;1.02;-8.59
52662;4.17;6.8
56558;-4.18;-7.58
1858;0.22;1.39
53576;7.86;-1.26
90688;7.93;-9.63
78298;-7.49;-9.19
49983;-5.86;-5.04
83776;-8.98;-8.13
25840;-1.18;3.9
