rtt;x;y
59771;-8.26;2.24
43448;-5.39;3.16
65332;-1.78;9.41
36023;-3.79;4.05
38600;1.32;6.13
53051;0.9;8.75
40936;6.15;-0.26
56660;8.37;-0.98
21445;0.44;3.13
28830;-1.51;-3.32
