rtt;x;y
50878;1.76;7.75
79774;7.96;9.09
45931;6.32;2.43
65958;-9.29;2.81
67901;3.84;9.01
29807;-2.43;3.46
62884;0.37;-9.18
50240;3.16;6.83
63383;-6.13;6.33
49077;-4.56;5.65
