rtt;x;y
49131;-2.31;7.94
66070;7.2;8.27
78928;8.89;7.93
26238;4.06;-1.96
52597;2.67;8.12
12523;2.12;0.5
54031;-6;-6.79
47322;-2.25;-7.26
57653;-4.82;6.58
71911;-8.51;6.09
