rtt;x;y
60444;-6.92;-6.09
54960;-7.33;-4.57
39431;-2.75;-5.02
30131;3.58;-3.46
64916;-6.11;8.1
70609;-4.98;8.44
70727;5.17;9
45592;1.15;-6.37
62594;0.3;-9.85
28372;-0.64;3.59
