rtt;x;y
22563;2.13;1.59
50900;3.15;7.48
45187;-3.86;-5.55
80137;9.24;-7.9
45789;0.72;-7.32
17127;3.19;0.42
28711;5.02;-1.25
24703;0.77;3.08
53136;4.91;-6.4
32752;-5.29;-1.78
