rtt;x;y
62030;-6.92;-6.09
53258;-7.33;-4.57
36584;-2.75;-5.02
29855;3.58;-3.46
67670;-6.11;8.1
71280;-4.98;8.44
72564;5.17;9
42373;1.15;-6.37
65098;0.3;-9.85
24348;-0.64;3.59
