rtt;x;y
56878;7.28;6.01
34608;-4.3;-3.07
86948;-8.54;9.41
28949;5.27;-0.19
18798;-0.95;-3.34
22423;0.85;-3.38
55733;4.53;7.1
40651;5.37;3.43
58242;-5.16;-7.39
51266;4.41;-6.54
