rtt;x;y
39459;-3.84;4.26
29258;0.39;-4.1
39130;5.37;1.19
67590;5.79;-8.02
72011;7.41;-7.83
54856;-6.24;-5.48
49433;-4.61;5.02
42480;-0.08;6.3
37779;4.78;2.26
44600;-6.1;-2.26
