rtt;x;y
62663;-4.5;-8.24
24697;2.79;-2.02
40800;2.48;5.62
48404;5.56;5.52
18640;-0.44;3.11
87895;9.19;9.17
86003;9.95;-8.92
49856;6.65;-0.06
46876;-5.93;4.83
55179;-7.32;2.74
