rtt;x;y
26872;2.95;2.16
55183;0.14;8.16
25190;0.57;3.05
63320;7.93;4.45
43527;4;-5.37
60523;4.29;-7.4
55751;4.35;7.03
72049;-5.55;9.37
57587;-6.5;-6.61
15434;-0.86;2.42
