rtt;x;y
10659;-1.49;-0.38
72293;6.29;8.3
28091;4.71;-0.64
51523;7.36;-2.31
31877;-2.33;-4.13
79736;9.59;6.82
72266;7.87;7.57
44696;-5.81;2.23
34647;4.84;-1.93
25076;3.26;2.64
