rtt;x;y
60514;-9.66;-1.47
63715;7.84;-4.67
39500;-4.3;3.88
59444;-4.02;-7.84
78223;5.84;9.27
32559;-3.51;-2.07
51908;7.3;-0.41
30838;-1.05;4.94
13567;0.97;-0.96
30761;-2.86;3.03
